id,tweet_id,"tweet_text","tweet_source","tweet_created_time",tweet_retweet_count,tweet_favorite_count,"tweet_pre_process_result",tweet_polarity
6929039,489977653793787904,"RT @JuliaDavisNews: Makes sense? Do you still trust Russian media? 
#MH17 #Russia #Putin #Ukraine #Girkin 
http://t.co/pMWPlQ4xPu http://t.…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:39:10 +0000 2014",0,0,"Makes sense Do still trust Russian medium MH17 Russia Putin Ukraine Girkin http: …",NULL
6929578,489977754436124673,"RT @Hushlent: #PrayforMH17","<a href=\"https://twitter.com/download/android\" rel=\"nofollow\">Twitter for  Android</a>","Fri Jul 18 03:39:34 +0000 2014",0,0,"PrayforMH17",NULL
6929690,489977775428624384,"#PrayForMH17 Pray🙇 This is so heartbreaking....","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:39:39 +0000 2014",0,0,"PrayForMH17 Pray This so heartbreaking",NULL
6929697,489977779614908417,"RT @ohsunnymornings: Please pray for the 298 souls on board #MH17. #PrayforMH17 #RIPMH17 #Peace #Malaysia #Netherlands #Australia #ind... h…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:39:40 +0000 2014",0,0,"Please pray the 298 soul board MH17 PrayforMH17 RIPMH17 Peace Malaysia Netherlands Australia ind h…",NULL
6929868,489977813152169984,"RT @DesnoyersG: .@voxdotcom edits out “what we know” bullet that MH17 was not MH370. Maybe we don’t know that anymore? http://t.co/QIHPJ2ph…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:39:48 +0000 2014",0,0,"edits “what know” bullet MH17 not MH370 Maybe don’t know anymore …",NULL
6929892,489977817350696960,"RT @aimanthe2nd: Please pray for MH17. The one at the front is the pilot of the plane. He's my uncle. Jazakallah 😢 http://t.co/yrzlIIIh1r","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:39:49 +0000 2014",0,0,"Please pray MH17 The one the front the pilot the plane He's uncle Jazakallah",NULL
6929921,489977825730895874,"RT @jakpost: Names of Indonesian passengers on MH17 http://t.co/EV4f9gZ6nH","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:39:51 +0000 2014",0,0,"Names Indonesian passenger MH17",NULL
6930108,489977863471640576,"Ukraine accuses Russian officers over @MAS #MH17: http://t.co/tl1TDiKQXZ http://t.co/P3axqpSb80","<a href=\"http://bufferapp.com\" rel=\"nofollow\">Buffer</a>","Fri Jul 18 03:40:00 +0000 2014",0,0,"Ukraine accuses Russian officer MH17:",NULL
6930262,489977892831367169,"RT @501Awani: #MH17: Ukrainian rebel forces find black box, reports Interfax - http://t.co/5O7GFR2Nsa","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:40:07 +0000 2014",0,0,"MH17: Ukrainian rebel force find black box report Interfax",NULL
6930368,489977913819668480,"RT @michaelmirer: Australian newspaper reports that about 100 AIDS researchers bound for Melbourne were on #MH17 http://t.co/RYxuVgXeM9","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:40:12 +0000 2014",0,0,"Australian newspaper report about 100 AIDS researcher bound Melbourne on MH17",NULL
6930484,489977934774812672,"RT @ShaalV: WTF JUST KNEW MY BRO TOOK THE MH17 FLIGHT TO AMSTERDAM . The same flight crashed on the return trip . How fucking lucky 😣😫","<a href=\"https://roundteam.co\" rel=\"nofollow\">RoundTeam</a>","Fri Jul 18 03:40:17 +0000 2014",0,0,"WTF JUST KNEW MY BRO TOOK THE MH17 FLIGHT TO AMSTERDAM The flight crashed the return trip How fucking lucky",NULL
6930602,489977955775307778,"RT @WSJ: Families of passengers on Malaysia Airlines flight #MH17 wait for updates: http://t.co/EB3Q7fFXB6 http://t.co/NMa5dIYL47","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:40:22 +0000 2014",0,0,"Families passenger Malaysia Airlines flight MH17 wait updates:",NULL
6930686,489977972523147264,"my deepest condolence to all victims and their families. Rest in Peace. #MH17 [pic] — https://t.co/DOfqRD6lIE","<a href=\"https://path.com/\" rel=\"nofollow\">Path</a>","Fri Jul 18 03:40:26 +0000 2014",0,0,"deepest condolence all victim their family Rest Peace MH17 pic —",NULL
6930842,489978001904246784,"RT @501Awani: #MH17: Ukrainian rebel forces find black box, reports Interfax - http://t.co/5O7GFR2Nsa","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:40:33 +0000 2014",0,0,"MH17: Ukrainian rebel force find black box report Interfax",NULL
6931480,489978119336374272,"#JasonBiggs caught heat after tweeting about #MH17 Do you think he was right to apologise? http://t.co/qVn3sF9tgw http://t.co/6NXxNrhlUF","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:01 +0000 2014",0,0,"JasonBiggs caught heat tweeting MH17 Do think wa right apologise",NULL
6931735,489978165498884096,"Sad day for the Malaysians. #PrayForMH17 😞","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:41:12 +0000 2014",0,0,"Sad day the Malaysians PrayForMH17",NULL
6931758,489978169693601792,"RT @Newsweek: Astounding map of the airspace over Ukraine after #MH17 was downed: http://t.co/yclqVLgMxY http://t.co/crA6cLGUfv","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:13 +0000 2014",0,0,"Astounding map the airspace Ukraine MH17 downed:",NULL
6931897,489978194833846272,"pray for #MH17 :,(","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:19 +0000 2014",0,0,"pray MH17 : (",NULL
6931898,489978194855227392,"RT @StateOfUkraine: Russian forces may want to deny shooting down #MH17 jet, but in the same area they've recently shot down other planes h…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:19 +0000 2014",0,0,"Russian force may want deny shooting MH17 jet in same area they've recently shot other plane h…",NULL
6931955,489978207425134592,"RT @JuliaGillard: Heartbreaking news on the shooting down of MH17. My condolences to the many bereaved families here at home and worldwide.","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:41:22 +0000 2014",0,0,"Heartbreaking news the shooting of MH17 My condolence the many bereaved family at home worldwide",NULL
6932087,489978232582578176,"RT @SMTOWNnow: Our thoughts &amp; prayers go to the families and friends of fallen victims of the MAS flight #MH17","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:41:28 +0000 2014",0,0,"Our thought prayer go the family friend fallen victim the MAS flight MH17",NULL
6932132,489978240979570689,"RT @NZStuff: BREAKING: New Zealand woman confirmed amongst victims of Malaysia Airlines #MH17 crash  http://t.co/QKYJjoxkBV","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:30 +0000 2014",0,0,"BREAKING: New Zealand woman confirmed amongst victim Malaysia Airlines MH17 crash",NULL
6932213,489978257760980992,"RT @noahWG: Listening will make you angry. \"@katz: ...intercepted audio seems to show rebels realizing #MH17 was a civilian jet http://t.co…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:41:34 +0000 2014",0,0,"Listening make angry intercepted audio seems show rebel realizing MH17 a civilian jet …",NULL
6932389,489978291302830082,"NYT has that there's an intercepted phone call that confirms #MH17 was shot down by pro-Russian separatists. Oops. http://t.co/SQJ8PTyZTq","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:41:42 +0000 2014",0,0,"NYT there's intercepted phone call that confirms MH17 shot by pro-Russian separatist Oops",NULL
6932417,489978295492960260,"RT @Planesonearth: A stunning picture of the world's airplanes avoiding Ukraine right now. Diverted via Russia Airspace. #MH17crash http://…","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:41:43 +0000 2014",0,0,"A stunning picture the world's airplane avoiding Ukraine right Diverted via Russia Airspace MH17crash http: …",NULL
6932844,489978383594303488,"RT @nypost: Man on #MH17 posted before the flight: \"Should it disappear, this is what it looks like.\" http://t.co/lkIGwJyyia http://t.co/YN…","<a href=\"http://www.twitter.com\" rel=\"nofollow\">Twitter for BlackBerry</a>","Fri Jul 18 03:42:04 +0000 2014",0,0,"Man MH17 posted the flight: Should disappear is it look like …",NULL
6932931,489978400371523584,"RT @BloombergNews: Map of #MH17 crash over Ukraine: http://t.co/VBqPDGNgtX http://t.co/FwYKtIKvT0","<a href=\"http://www.myplume.com/\" rel=\"nofollow\">Plume for Android</a>","Fri Jul 18 03:42:08 +0000 2014",0,0,"Map MH17 crash Ukraine:",NULL
6932969,489978408743346178,"Deepest condolences for #MH17 tragedy :(","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:42:10 +0000 2014",0,0,"Deepest condolence MH17 tragedy :(",NULL
6933002,489978412946046976,"RT @johnwoodRTR: When civilian planes become military targets, we have gross violation of human rights and international law. #MH17","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:42:11 +0000 2014",0,0,"R: When civilian plane become military target have gross violation human right international law MH17",NULL
6933017,489978417131966464,"@maddow your rambling 'analysis' of mh17 was intellectually dishonest: a litany of false equivalencies, e.g. '83='88. wrong. #maddow","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:42:12 +0000 2014",0,0,"rambling 'analysis' mh17 intellectually dishonest: litany false equivalencies e g '83='88 wrong maddow",NULL
6933383,489978488448102400,"RT @BasicKn0wledge: Inna lillahi wa inna ilaihi raji'un. 

My prayers are with those who lost their lives in the #MH17 crash. #MalaysiaAirl…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:42:29 +0000 2014",0,0,"Inna lillahi wa inna ilaihi raji'un My prayer with who lost life the MH17 crash MalaysiaAirl…",NULL
6933637,489978530390753280,"RT @anjanaomkashyap: Each life lost is a murder. Wht hv v made of our world #Gaza to #UkranianAirspace ,Earth to air  ,no place safe #MH17 …","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:42:39 +0000 2014",0,0,"Each life lost a murder Wht hv v made our world Gaza UkranianAirspace Earth air place safe MH17 …",NULL
6933671,489978538766778369,"RT @emylyazln: From Palestine to Malaysia, Be Strong as you always are. #PrayForMH17","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:42:41 +0000 2014",0,0,"From Palestine Malaysia Be Strong you always PrayForMH17",NULL
6933829,489978568122707971,"RT @AirlineFlyer: As Russia and Ukraine blame each other, the Prime Minister of Malaysia has some heartfelt words on #MH17 http://t.co/YM0w…","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:42:48 +0000 2014",0,0,"As Russia Ukraine blame other Prime Minister Malaysia some heartfelt word MH17 …",NULL
6933900,489978580714012673,"RT @PzFeed: BREAKING NEWS: 100+ of Worlds Leading AIDS Researchers &amp; Activists were aboard #MH17.","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:42:51 +0000 2014",0,0,"BREAKING NEWS: 100+ Worlds Leading AIDS Researchers Activists aboard MH17",NULL
6933946,489978589098434561,"RT @NajibRazak: PM Najib Razak at the Emergency Ops Centre; receiving updates over the past hour #MH17 - Admin http://t.co/gVcw9cqb4U","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:42:53 +0000 2014",0,0,"PM Najib Razak the Emergency Ops Centre; receiving update the past hour MH17 Admin",NULL
6934184,489978635227389952,"RT @AusNewsNetwork: How print media and global #frontpages are covering the #MH17 tragedy: http://t.co/Qtph7ne3am http://t.co/pZIgotZjxe","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","Fri Jul 18 03:43:04 +0000 2014",0,0,"How print medium global frontpages covering MH17 tragedy:",NULL
6934286,489978660422946817,"I'm deeply sad by the tragic news about the crash of Malaysian Airlines flight MH17. My thoughts goes out to the families. RIP 🙏🙏🙏✈️✈️","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:43:10 +0000 2014",0,0,"I'm deeply sad tragic news the crash Malaysian Airlines flight MH17 My thought go to the family RIP ✈️✈️",NULL
6934464,489978689787265025,"RT @ItsCarlaD: #PrayForMH17 :( I'm looking through the pictures and articles now.... This is devastating... http://t.co/AXAvk2CWTb","<a href=\"http://blackberry.com/twitter\" rel=\"nofollow\">Twitter for BlackBerry®</a>","Fri Jul 18 03:43:17 +0000 2014",0,0,"PrayForMH17 :( I'm looking the picture article This devastating",NULL
6934465,489978689778900992,"\"@LarasatiAriani: RT @KingKidrauhI: The sad truth :'( #PrayForGaza #PrayForMH17 http://t.co/pRnkX115XZ\"","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:43:17 +0000 2014",0,0,"The sad truth :'( PrayForGaza PrayForMH17",NULL
6934588,489978710737444866,"Making card for mh17.. weeheee","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:43:22 +0000 2014",0,0,"Making card mh17 weeheee",NULL
6935021,489978802999533569,"RT @yuyuaziz: MH17 crashed.
Meanwhile in Gaza, Israel continues bullying.
Sad day for Malaysians.
Sad day for Muslims.","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:43:44 +0000 2014",0,0,"MH17 crashed Meanwhile Gaza Israel continues bullying Sad day Malaysians Sad day Muslims",NULL
6935082,489978819793940480,"RT @KirbyInstitute: Pr David Cooper on the tragic loss of our close friend and long-time collaborator, Pr Joep Lange #MH17 #AIDS2014 http:/…","<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","Fri Jul 18 03:43:48 +0000 2014",0,0,"Pr David Cooper the tragic loss our close friend long-time collaborator Pr Joep Lange MH17 AIDS2014 http: …",NULL
6935168,489978836566560768,"RT @Mattsiegel1: My latest on #MH17 Australian PM points finger at Russia over downed Malaysian plane http://t.co/eDWTxPpLxz via @reuters @…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:43:52 +0000 2014",0,0,"My latest MH17 Australian PM point finger Russia downed Malaysian plane via",NULL
6935281,489978857559031808,"RT @ESPNTrollFC: We pray for those 295 souls and their family members. #MH17 http://t.co/M7D5dcsoFj","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:43:57 +0000 2014",0,0,"We pray those 295 soul their family member MH17",NULL
6935367,489978878492815360,"It's hard to be happy when tragedy strikes. #PrayForMH17","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:44:02 +0000 2014",0,0,"It's hard be happy tragedy strike PrayForMH17",NULL
6935411,489978886898204672,"RT @palmerlaw: My friend and fellow blogger @OneMileataTime shares his quite surreal experience regarding #MH17 -- http://t.co/PUwFaf76Av","<a href=\"http://www.echofon.com/\" rel=\"nofollow\">Echofon</a>","Fri Jul 18 03:44:04 +0000 2014",0,0,"My friend fellow blogger share quite surreal experience regarding MH17 --",NULL
6936082,489979008533012480,"RT @TheTweetOfGod: Tweeting #PrayForMH17 is even less effective and more self-congratulatory than actually praying for MH17.","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:44:33 +0000 2014",0,0,"Tweeting PrayForMH17 even le effective more self-congratulatory actually praying MH17",NULL
6936100,489979012731527169,"RT @katz: “We have just shot down a plane.” Apparent intercepted audio seems to show rebels realizing #MH17 was civilian jet: http://t.co/e…","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:44:34 +0000 2014",0,0,"“We just shot a plane ” Apparent intercepted audio seems show rebel realizing MH17 civilian jet: …",NULL
6936676,489979121796018176,"RT @arnoldcam: How is Mashable finding this stuff out way faster than @cnn RT @mashable:  http://t.co/BgvpO4JJ9H #MH17 http://t.co/qhLP4aps…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:45:00 +0000 2014",0,0,"How Mashable finding stuff way faster MH17 …",NULL
6936703,489979125973528576,"RT @GeorgeHatcher: Reports are that infrared satellite data that shows missile launch &amp; explosion that caused #MH17 crash, will also show l…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:45:01 +0000 2014",0,0,"Reports infrared satellite data show missile launch explosion that caused MH17 crash also show l…",NULL
6936791,489979138569015297,"RT @nimanifest: “A passenger of #MH17 posted this on his FB before the flight.
\"If it disappears, this it what it looks like\" http://t.co/q…","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:45:04 +0000 2014",0,0,"“A passenger MH17 posted on FB the flight If disappears it it look like …",NULL
6937152,489979201491988480,"RT @haziLatiq: #PrayForMH17  #MalaysianAirlines  #MH17 :'( http://t.co/jfeBq9Crkt","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:45:19 +0000 2014",0,0,"PrayForMH17 MalaysianAirlines MH17 :'(",NULL
6937262,489979222447099904,"\"@PzFeed: BREAKING NEWS: 100+ of Worlds Leading AIDS Researchers &amp; Activists were aboard #MH17.\" #conspiracy","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:45:24 +0000 2014",0,0,"BREAKING NEWS: 100+ Worlds Leading AIDS Researchers Activists aboard MH17 conspiracy",NULL
6937661,489979297960972288,"RT @gtiso: Murray McCully calling for a credible and independent investigation into MH17. Murray. McCully. Credible and independent. McCull…","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","Fri Jul 18 03:45:42 +0000 2014",0,0,"Murray McCully calling a credible independent investigation MH17 Murray McCully Credible independent McCull…",NULL
6937784,489979323097432064,"Malaysian Airlines MH17 Crash http://t.co/Sc4KlPDjPU  #MH17 #PrayForMH17 49","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:45:48 +0000 2014",0,0,"Malaysian Airlines MH17 Crash MH17 PrayForMH17 49",NULL
6937865,489979344064741376,"RT @PoundSignDead: #StayWoke RT @PzFeed: BREAKING NEWS: 100+ of Worlds Leading AIDS Researchers &amp; Activists were aboard #MH17.","<a href=\"http://www.echofon.com/\" rel=\"nofollow\">Echofon</a>","Fri Jul 18 03:45:53 +0000 2014",0,0,"StayWoke BREAKING NEWS: 100+ Worlds Leading AIDS Researchers Activists aboard MH17",NULL
6938231,489979415393484800,"RT @ChannelNewsAsia: The White House has called for an immediate ceasefire in Ukraine following #MH17 tragedy http://t.co/DRT3np3Pts http:/…","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:46:10 +0000 2014",0,0,"The White House called an immediate ceasefire Ukraine following MH17 tragedy http: …",NULL
6938265,489979419587407873,"British family cheated death on MH17 by being bumped off flight http://t.co/9XcciDLCvD via @MailOnline","<a href=\"https://dev.twitter.com/docs/tfw\" rel=\"nofollow\">Twitter for Websites</a>","Fri Jul 18 03:46:11 +0000 2014",0,0,"British family cheated death MH17 being bumped flight via",NULL
6938409,489979448918175747,"It's a piece of shame that there are countries \" law still not existing \", What a barbaric act happened today .MH17","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:46:18 +0000 2014",0,0,"It's piece shame there country law still existing What barbaric act happened today MH17",NULL
6938901,489979545400119297,"RT @Jason_Reads: 108 AIDS activists, researchers, and health workers bound for the Melbourne AIDS conference died on MH17: http://t.co/Z9Aa…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:46:41 +0000 2014",0,0,"108 AIDS activist researcher health worker bound the Melbourne AIDS conference died MH17: …",NULL
6939056,489979574785417217,"RT @prasys: sad story of #mh17 , it is 17 years old , first flight was on 17/7/97 and its last and fatal flight was 17/7/14 :(","<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for iΟS</a>","Fri Jul 18 03:46:48 +0000 2014",0,0,"sad story mh17 is 17 year old first flight on 17 7 97 it last fatal flight 17 7 14 :(",NULL
6939371,489979637691203584,"RT @STcom: #MH17 crash: Beginning of a downward spiral in ties between Russia and the West http://t.co/wi3EwR2qRd http://t.co/56fgzol5zJ","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:47:03 +0000 2014",0,0,"MH17 crash: Beginning a downward spiral tie Russia the West",NULL
6939465,489979662849019905,"RT @NATO: #NATO Sec Gen statement on the crash of Malaysia Airlines aircraft http://t.co/AxeXKIhLgt #MH17 http://t.co/baaELiuRtl","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:47:09 +0000 2014",0,0,"NATO Sec Gen statement the crash Malaysia Airlines aircraft MH17",NULL
6939474,489979662827663360,"I WON 896 FOLLOWERS
➽.www.worldfollowers.info
#DMmeBrent
#BecaUnica
#MH17
Juanes
Can Nash
#BestMassageEver
Turning 21","<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","Fri Jul 18 03:47:09 +0000 2014",0,0,"I WON 896 FOLLOWERS ➽ DMmeBrent BecaUnica MH17 Juanes Can Nash BestMassageEver Turning 21",NULL
6939700,489979713184468995,"I am sick to my stomach to see pictures of the victims on the MH17 crash site. These people have families, how can such images be published?","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:47:21 +0000 2014",0,0,"I sick my stomach see picture the victim the MH17 crash site These people family can image published",NULL
6939824,489979738346098690,"RT @JohnnyLinnert: Significantly less flights over Ukraine according to @flightradar24 after #MH17 http://t.co/ioW6mymyOr”","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:47:27 +0000 2014",0,0,"Significantly le flight Ukraine according after MH17 ”",NULL
6939829,489979738342297600,"RT @ABC: Reporter struggles to describe \"grim\" scene of Flight MH17 wreckage: http://t.co/2DygXR0wQC","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:47:27 +0000 2014",0,0,"Reporter struggle describe grim scene Flight MH17 wreckage:",NULL
6939925,489979759297069056,"RT @marit_w: 298 innocent people (154 Dutch people) died today, I still can't believe it. This is terrible. #MH17","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:47:32 +0000 2014",0,0,"298 innocent people (154 Dutch people) died today I still can't believe This terrible MH17",NULL
6939976,489979771917705216,"#MH17 had AIDS researchers &amp; activists on it who were attempting to attend a conference. It's so sad we'll never see what they could've done","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:47:35 +0000 2014",0,0,"MH17 AIDS researcher activist it were attempting attend conference It's sad we'll never see they could've done",NULL
6940021,489979780297531392,"About 100 of the 298 people killed in the Malaysia Airlines #MH17 crash were heading to Melbourne for #AIDS2014-- http://t.co/eaxUhEiMU6","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:47:37 +0000 2014",0,0,"About 100 the 298 people killed the Malaysia Airlines MH17 crash heading Melbourne AIDS2014--",NULL
6940103,489979797066354690,"Ahhh, If we blow up a plane in Ukraine, Do you think people forget about Palestine? Oh for sure arabs are pointless! #MH17","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:47:41 +0000 2014",0,0,"Ahhh If blow a plane Ukraine Do think people forget Palestine Oh sure arab pointless MH17",NULL
6940163,489979809661845504,"RT @morealtitude: Dear taxi driver: Thanks for spending half the trip discussing the tragic fate of MH17 while taking me to international d…","<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for iΟS</a>","Fri Jul 18 03:47:44 +0000 2014",0,0,"Dear taxi driver: Thanks spending half trip discussing tragic fate MH17 taking to international d…",NULL
6940288,489979834810908672,"Lets watching news about MH17 at RTM1 now. 😔 #PrayForMH17","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Fri Jul 18 03:47:50 +0000 2014",0,0,"Lets watching news MH17 M1 PrayForMH17",NULL
6940474,489979868365352960,"RT @PressSec: The US is shocked by the downing of #MH17 &amp; we offer our deep condolences to all those who lost loved ones on board. http://t…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:47:58 +0000 2014",0,0,"The US shocked the downing MH17 offer deep condolence all who lost loved one board http: t…",NULL
6940552,489979885142548481,"RT @dhume: \"Bodies falling from the sky, looking like rags or clumps of ash, before the plane came to a jolting rest.\" #MH17  http://t.co/u…","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:48:02 +0000 2014",0,0,"Bodies falling the sky looking like rag clump ash the plane came a jolting rest MH17 …",NULL
6940776,489979935465824258,"first it was #Gaza but now #MH17 too!
very sad! 
May Allah bless them! :(","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:48:14 +0000 2014",0,0,"first wa Gaza now MH17 very sad May Allah bless :(",NULL
6940780,489979935465824257,"RT @Eynalicious_: Al-fatihah #PrayForMH17 http://t.co/9vLltMzd3g","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:48:14 +0000 2014",0,0,"Al-fatihah PrayForMH17",NULL
6941023,489979981611552768,"RT @HasifAfifi: Pics of d crash of MH17 which were shot down by Russia -including a kid who's still in her seat belts #PrayForMH17 http://t…","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fri Jul 18 03:48:25 +0000 2014",0,0,"Pics d crash MH17 were shot by Russia -including kid who's still her seat belt PrayForMH17 http: t…",NULL
6941145,489980006768971776,"PM Narendra Modi`s flight was on shot down MH17`s route: Even as the world struggles to come to terms with the... http://t.co/t9mtl12oue","<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>","Fri Jul 18 03:48:31 +0000 2014",0,0,"PM Narendra Modi`s flight on shot MH17`s route: Even the world struggle come term the",NULL
6941217,489980023537803265,"RT @HishammuddinH2O: MH17 : If indeed our plane was brought down, those responsible WILL be brought to justice!","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fri Jul 18 03:48:35 +0000 2014",0,0,"MH17 : If indeed plane brought those responsible WILL brought justice",NULL
